"","K1","K2","K3","K4","K5","K6","s1_xgl_root_1","s1_xgl_root_2","s1_xgl_root_3","s1_xgl_soil_1","s1_xgl_soil_2","s1_xgl_soil_3","s2_xgl_root_1","s2_xgl_root_2","s2_xgl_root_3","s2_xgl_soil_1","s2_xgl_soil_2","s2_xgl_soil_3","SK1","SK2","SK3","SK4","SK5","SK6","XF1_1","XF1_2","XF1_3","XF1","XF2_1","XF2_2","XF2_3","XF2","XF3","XF4","XF5","XF6"
"ASV_188",60,126,65,58,124,41,104,0,0,0,0,0,0,0,0,0,0,0,58,219,43,0,0,62,0,0,0,90,0,0,0,328,0,0,52,0
"ASV_189",0,0,0,91,0,0,0,12,8,0,0,33,0,0,14,0,0,0,62,169,0,50,91,186,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_190",49,51,22,1,29,46,0,0,0,0,0,0,158,65,196,150,160,1559,21,5,0,0,5,18,0,0,0,0,0,0,0,41,0,0,0,0
"ASV_191",0,0,0,0,0,23,0,0,0,21,25,13,0,0,0,28,36,119,149,169,295,41,135,158,0,0,0,0,0,0,0,0,0,0,28,0
"ASV_192",0,0,0,0,0,0,0,28,53,304,258,351,153,149,206,33,32,377,117,0,0,23,22,0,197,93,34,0,109,112,132,0,0,14,0,0
"ASV_193",185,136,169,0,41,0,23,96,0,0,0,0,0,0,10,0,0,0,291,0,0,0,76,0,91,36,21,0,57,49,99,0,0,0,0,0
"ASV_194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,15,25,0,0,329,20,23,30,799,525,474,474,228
"ASV_195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,550,52,77,84,780,384,383,404,188
"ASV_196",0,0,0,0,0,0,934,540,740,47,43,30,57,0,63,0,0,108,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"ASV_198",102,88,79,11,134,23,4,0,7,257,225,188,0,8,0,0,14,57,0,0,0,0,0,0,368,245,92,0,65,118,184,0,0,0,0,0
"ASV_200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,20,0,120,72,30,356,150,166,166,669,284,223,399,139
"ASV_201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,42,142,30,91,322,50,145,426,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_202",160,24,39,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,74,78,0,92,205,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_203",0,0,0,0,0,0,67,23,123,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,631,1084,0,0,0,0,0
"ASV_205",74,63,24,27,77,20,0,0,0,0,0,0,242,20,37,107,32,155,83,45,93,0,31,53,0,0,0,0,15,0,0,22,0,0,0,0
"ASV_206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,79,31,21,320,182,212,276,775,248,212,337,105
"ASV_208",309,368,188,0,41,0,0,13,0,0,0,0,0,0,0,0,0,0,28,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_209",0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,45,64,136,46,25,142,64,48,41,0,86,55,86,75,84,77,73,71,34
"ASV_210",0,34,15,0,40,66,0,0,0,13,115,0,58,0,16,11,31,13,17,64,29,0,47,509,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_212",187,76,102,61,88,116,0,30,13,8,0,0,64,112,341,36,10,50,27,32,0,0,24,24,0,0,0,0,0,0,0,0,0,29,0,0
"ASV_213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,82,22,30,311,33,0,0,0,29,0,0,0,0,23,14,0,0
"ASV_214",0,0,0,0,0,0,0,0,0,0,0,0,15,0,19,51,21,125,70,323,87,57,114,340,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_215",0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,63,185,273,69,94,219,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_218",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,63,0,7,54,35,308,185,54,103,183,172,302,123,68,47,112,35
"ASV_220",0,0,0,0,0,0,0,0,0,10,40,117,16,0,36,84,227,214,249,0,0,78,98,0,0,0,0,15,0,0,0,83,15,22,21,6
"ASV_221",46,188,190,161,32,29,0,0,0,0,0,0,0,0,0,0,0,0,120,136,46,56,108,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_222",0,0,0,0,0,0,46,88,49,514,804,270,0,0,0,28,148,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_223",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,116,353,80,96,211,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_224",94,187,149,263,103,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_225",70,62,85,86,67,74,0,0,0,0,0,0,0,0,0,0,0,0,63,54,59,67,61,49,0,0,0,63,0,0,0,60,74,47,42,0
"ASV_227",43,98,63,0,55,32,31,64,24,30,0,0,48,0,276,0,0,0,62,20,0,0,0,129,35,18,7,0,0,0,0,26,0,0,36,0
"ASV_228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,44,177,216,82,66,212,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,16,148,407,27,48,298,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_232",337,140,422,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,12,44,0,0,0,0,0,0,0,0,14,0,0,0,0
"ASV_233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,39,77,149,33,116,108,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_234",0,114,32,159,52,32,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,45,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_235",0,0,0,0,0,0,0,0,0,41,0,23,0,0,0,88,67,335,0,0,0,0,0,0,186,102,50,123,214,313,367,164,88,112,143,38
"ASV_237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,114,42,378,116,141,155,409,333,243,222,89
"ASV_238",40,118,42,59,61,54,0,0,0,0,1,8,0,0,0,0,0,0,128,148,111,0,97,27,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_239",71,64,82,86,0,125,5,23,0,0,0,0,105,0,41,28,19,76,235,80,0,101,156,52,0,0,0,43,0,0,0,142,52,0,0,17
"ASV_240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,91,27,83,118,55,74,168,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_241",0,0,34,0,0,0,0,0,0,16,0,0,0,10,48,0,0,527,91,0,0,0,51,0,0,0,0,48,22,21,43,172,0,59,97,11
"ASV_242",154,252,88,465,16,269,0,0,0,0,0,0,22,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_244",0,0,16,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,77,162,152,0,145,160,0,0,0,0,0,0,0,0,0,0,7,0
"ASV_245",0,0,0,0,0,0,49,135,188,0,0,7,121,234,164,9,0,125,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_247",0,0,0,0,0,0,218,348,550,191,73,86,113,164,383,8,0,58,0,0,0,0,0,0,37,14,0,0,16,30,35,0,0,0,0,0
"ASV_250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,63,28,160,329,217,256,649,89,109,228,59
"ASV_251",0,0,0,0,0,30,0,0,0,0,0,0,145,163,483,607,0,498,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_252",0,0,0,0,0,0,0,0,24,125,179,72,54,0,49,272,583,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_254",95,191,97,122,72,76,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,138,47,35,0,138,162,189,0,0,0,0,0
"ASV_255",0,0,0,0,0,0,0,0,38,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,18,11,0,0,537,630,941,0,0,0,0,0
"ASV_256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,309,0,0,0,1215,163,164,312,61
"ASV_258",0,7,0,0,0,0,32,50,86,0,0,9,616,275,796,0,51,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_259",3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,115,50,83,157,251,0,0,0,3,0,0,0,0,0,0,10,0
"ASV_260",61,76,183,145,41,34,0,0,0,0,0,0,0,0,0,0,0,0,128,110,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_262",0,0,0,0,0,0,0,0,0,116,118,118,0,38,26,79,65,564,25,21,37,0,0,0,62,30,21,93,44,59,66,83,72,78,69,41
"ASV_263",55,85,98,0,66,0,0,0,0,0,0,0,0,0,0,0,0,2,0,57,0,171,190,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_267",13,25,39,0,41,0,22,30,31,51,138,82,92,239,418,93,37,140,56,0,0,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,320,151,40,154,239,327,337,78,254,143,47,57
"ASV_269",0,0,0,0,0,0,0,0,0,110,147,146,0,0,0,42,0,216,0,0,0,0,0,0,552,221,137,27,164,163,169,33,0,0,29,0
"ASV_270",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,56,168,105,74,179,118,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,41,11,332,58,60,72,458,410,270,212,131
"ASV_276",0,0,0,0,0,0,0,0,0,33,26,26,0,0,0,28,11,81,59,103,126,46,86,157,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_277",0,0,0,0,0,0,0,0,0,251,221,373,0,0,0,115,191,919,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"ASV_278",58,0,0,33,24,0,64,666,214,17,14,9,39,31,263,0,0,40,45,0,0,0,0,0,116,32,14,0,34,38,73,0,0,0,0,0
"ASV_279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,172,131,34,199,193,291,426,116,189,163,96,61
"ASV_280",71,251,75,0,34,0,0,18,0,0,0,0,3,0,1,2,6,14,68,20,0,6,10,0,0,0,0,0,21,27,23,0,0,0,0,0
"ASV_281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,32,21,0,117,46,93,57,27,116,115,93,125,177,93,77,107,33
"ASV_282",58,122,128,16,47,79,0,0,0,0,0,0,0,0,0,0,0,0,60,131,88,18,54,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_283",31,48,84,24,133,40,0,0,0,0,0,0,0,0,0,0,0,0,63,13,6,0,19,0,0,0,0,132,0,0,0,470,55,75,178,40
"ASV_285",0,0,0,0,24,0,0,0,0,0,10,0,116,188,279,894,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_286",0,0,0,0,0,0,0,0,0,487,389,441,0,19,0,39,52,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,270,66,90,124,534,199,223,349,123
"ASV_290",18,11,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,50,280,54,90,87,134,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_291",0,0,0,0,0,0,286,201,478,30,33,20,137,344,245,8,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_293",0,36,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,130,70,0,112,166,0,0,0,41,0,0,0,32,0,0,0,0
"ASV_296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,142,50,174,159,204,227,164,146,110,149,65
"ASV_298",0,55,70,83,38,0,0,0,0,0,0,0,0,0,0,0,0,0,57,101,63,14,104,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_299",82,111,115,0,32,54,12,18,14,0,5,0,0,0,0,0,0,0,12,0,0,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,11,19,44,33,77,46,18,171,57,78,92,233,179,164,144,68
"ASV_302",0,0,0,0,0,0,0,0,0,35,45,22,0,0,0,29,18,146,0,0,0,0,0,0,272,110,34,24,265,229,454,33,52,59,34,22
"ASV_303",0,119,0,0,0,0,47,119,39,9,0,0,59,40,59,0,0,59,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_304",42,42,0,0,0,0,43,212,66,188,293,139,61,48,65,88,14,123,34,0,0,0,0,0,155,47,18,0,65,28,62,7,0,0,0,0
"ASV_306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,72,28,24,99,131,0,0,0,58,0,0,0,34,60,60,25,0
"ASV_307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,0,0,14,0,86,58,23,134,73,83,153,364,190,212,208,74
"ASV_308",0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,47,115,29,117,247,240,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,85,0,29,117,17,0,0,0,0,0,37,0,32,0,0,24,0
"ASV_310",52,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,63,0,25,0,0,0,24,55,57,0,0,0,0,0
"ASV_312",106,74,75,25,153,16,0,0,0,0,0,0,0,0,0,0,0,0,124,33,0,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_313",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,142,112,59,56,127,73,0,0,0,9,0,0,0,0,0,0,22,0
"ASV_314",0,0,0,0,0,0,0,0,0,8,10,8,0,0,0,23,0,99,0,0,0,0,0,0,447,292,79,0,211,297,292,0,0,34,30,0
"ASV_315",0,0,0,0,0,0,0,0,156,0,0,0,295,381,734,78,37,140,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"ASV_316",0,0,0,0,0,0,0,0,0,40,51,22,0,0,0,76,26,350,0,34,0,0,0,0,161,59,19,151,76,48,80,110,190,133,68,47
"ASV_317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,65,7,0,0,0,0,0,275,171,46,148,104,125,142,186,251,142,49,58
"ASV_318",57,47,51,48,44,119,0,0,0,0,0,0,0,0,0,0,0,0,41,43,34,43,37,47,0,0,0,43,0,0,0,45,43,30,24,10
"ASV_320",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,87,59,23,95,76,0,0,0,0,0,0,0,14,0,0,0,0
"ASV_324",0,0,0,0,0,0,0,0,0,112,211,111,25,0,0,242,242,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_325",173,102,66,46,38,12,40,180,215,16,0,0,59,144,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_327",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,353,74,55,176,67,102,86,438,97,76,158,46
"ASV_328",14,11,18,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,17,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_331",45,286,96,0,49,86,0,0,0,0,0,0,0,0,0,0,0,0,49,188,53,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_332",5,7,18,8,0,7,0,0,0,12,0,22,0,5,17,29,12,159,14,0,0,0,0,0,31,36,11,0,27,33,50,21,18,0,15,0
"ASV_336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,22,43,59,415,259,248,270,140
"ASV_337",0,0,0,0,0,0,0,0,0,36,52,25,0,0,0,0,41,26,35,19,348,15,30,154,0,0,0,0,10,17,13,0,0,0,0,0
"ASV_338",0,13,0,0,0,0,0,0,0,88,44,39,0,0,0,0,0,0,0,0,0,0,0,0,26,0,9,0,429,403,547,0,0,0,0,0
"ASV_339",49,40,22,50,106,17,0,0,0,0,0,0,0,0,0,0,0,0,30,47,60,0,370,41,0,0,0,0,0,0,0,29,0,0,0,0
"ASV_340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,77,56,46,16,102,91,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_341",0,0,0,26,0,25,0,0,0,0,0,0,0,0,0,0,0,0,38,106,127,41,74,251,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,63,0,25,0,0,179,44,67,77,250,125,140,124,106
"ASV_346",93,122,65,25,0,0,0,0,0,0,0,0,58,272,54,20,0,35,0,0,0,0,0,0,0,0,0,0,43,50,53,0,0,0,0,0
"ASV_347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,59,17,37,76,52,44,110,0,0,0,0,9,9,23,0,0,0,0,0
"ASV_348",37,0,0,0,0,0,6,91,0,91,12,15,0,7,0,567,0,0,0,0,35,0,0,0,65,0,18,47,23,15,30,81,50,73,93,57
"ASV_349",0,16,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,94,116,80,31,128,76,14,0,0,22,0,0,0,40,24,0,0,21
"ASV_350",0,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,452,499,601,0,0,0,0,0
"ASV_351",0,0,0,0,0,0,0,0,0,19,24,43,0,0,0,9,8,67,12,0,0,0,25,0,276,155,47,48,107,123,166,41,60,59,35,30
"ASV_352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,13,0,652,239,160,178,69
"ASV_353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,84,35,162,61,117,132,329,170,132,166,43
"ASV_354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,162,81,40,41,148,174,215,215,71,51,47,0
"ASV_355",0,0,32,42,60,0,0,0,0,0,0,0,0,0,0,0,0,0,75,78,24,19,44,55,24,0,0,0,19,0,15,0,0,0,0,0
"ASV_356",60,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,48,11,0,0,0,157,0,0,0,302,71,72,121,35
"ASV_357",6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,100,70,39,91,108,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,96,32,193,100,136,188,179,155,141,124,66
"ASV_360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,42,23,97,148,178,232,231,122,144,192,72
"ASV_361",17,0,13,0,0,0,57,94,144,106,98,52,106,201,196,0,32,142,0,0,0,0,0,0,55,0,0,0,62,85,98,0,0,0,0,0
"ASV_364",0,0,0,0,0,0,52,0,58,64,140,27,25,18,0,0,0,56,0,0,0,0,0,0,0,0,0,0,193,254,249,0,0,0,0,0
"ASV_365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,41,41,53,31,70,55,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,39,0,0,0,0,250,0,0,0,353,243,200,268,104
"ASV_367",0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53,0,26,92,0,0,0,0,116,0,0,0,607,51,47,139,0
"ASV_368",42,25,41,32,42,76,0,0,0,0,0,0,0,0,0,0,0,0,42,37,34,39,33,49,0,0,0,38,0,0,0,54,34,29,29,15
"ASV_371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,89,169,23,28,70,0,0,0,34,0,0,0,52,44,36,28,20
"ASV_372",0,27,14,18,6,0,0,0,0,0,0,0,0,0,0,0,0,13,45,77,102,35,55,91,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,12,0,0,0,0,0,266,142,36,126,98,141,108,132,189,79,46,37
"ASV_374",0,0,0,0,0,0,4,0,0,0,0,0,0,14,0,125,21,109,19,9,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"ASV_376",4,0,1,0,6,0,0,6,0,15,32,25,27,11,75,12,21,84,14,0,0,0,0,0,299,80,64,0,182,222,248,12,0,0,0,0
"ASV_377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,75,0,210,115,93,131,58,315,200,66,76
"ASV_378",0,125,0,0,0,0,0,1,57,200,0,0,0,0,7,0,0,0,0,0,360,0,0,0,0,0,0,0,189,263,251,0,0,0,0,0
"ASV_379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,21,0,269,101,61,79,242,191,189,176,83
"ASV_380",44,145,31,70,0,23,0,0,0,0,0,0,0,0,0,0,0,0,62,82,69,16,73,30,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_381",0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,28,214,0,0,0,0,0,0,284,113,54,65,144,143,253,0,67,57,0,0
"ASV_382",0,0,0,0,12,0,0,163,32,0,0,0,271,457,290,0,32,103,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0
"ASV_383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,123,37,57,268,269,285,51,76,27,40,31
"ASV_384",6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,82,130,24,84,84,1,0,0,0,0,0,0,0,11,0,0,3
"ASV_385",58,215,168,104,131,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_386",40,85,49,0,99,0,0,0,0,0,5,0,0,0,46,0,0,65,49,0,0,0,33,0,0,0,0,96,0,24,32,378,46,83,121,43
"ASV_387",40,25,44,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,62,39,0,12,30,6,0,0,0,29,0,0,0,0,32,0,27,0
"ASV_388",0,0,0,0,0,0,27,240,137,0,0,0,218,243,536,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_389",0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,58,130,11,92,70,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_391",229,61,25,35,0,0,0,0,45,3,0,0,0,12,0,0,0,22,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"ASV_392",0,0,0,0,0,0,0,18,0,23,148,43,12,16,39,199,158,359,0,0,0,0,0,0,46,25,15,0,14,16,19,0,0,0,0,0
"ASV_393",0,0,0,0,0,0,5,8,331,75,35,21,51,17,7,4,0,749,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ASV_394",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,35,122,48,74,104,151,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_396",29,0,0,0,0,0,107,69,228,15,20,9,62,70,97,0,0,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_398",0,11,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,38,118,69,28,49,188,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_400",0,0,0,15,11,0,0,8,0,0,10,0,0,0,0,74,8,13,62,51,18,10,43,67,0,0,0,0,34,22,75,0,0,0,0,0
"ASV_401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,164,14,41,34,690,83,93,159,48
"ASV_402",12,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32,30,14,46,29,166,102,39,24,70,88,104,23,28,32,24,20
"ASV_405",0,0,35,15,55,0,0,15,12,0,5,0,39,45,91,63,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_406",0,73,39,0,21,0,46,130,52,34,28,29,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_407",0,0,0,19,0,33,0,0,0,0,0,0,0,0,0,0,0,0,26,132,70,35,65,145,0,0,0,0,0,0,0,13,0,0,0,0
"ASV_409",0,0,0,0,0,19,20,35,69,134,72,84,51,59,57,12,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_411",0,0,0,0,0,0,0,0,0,0,18,20,0,0,0,8,11,58,65,105,105,16,43,60,14,0,0,0,0,14,0,0,0,0,0,0
"ASV_413",0,0,0,0,0,0,62,92,124,98,64,50,71,140,108,0,0,102,0,0,0,0,0,0,38,0,0,0,89,136,140,0,0,0,0,0
"ASV_414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,192,117,30,0,283,328,357,0,0,0,0,0
"ASV_415",0,0,0,0,0,0,0,0,0,50,63,55,0,0,0,6,4,106,0,0,0,0,0,0,126,41,15,0,220,282,323,19,0,0,0,0
"ASV_416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,49,45,164,120,118,146,130,123,136,93,51
"ASV_418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,127,40,0,218,246,284,50,17,0,36,0
"ASV_421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,190,64,49,0,248,350,363,0,0,0,0,9
"ASV_426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,25,0,0,109,132,89,75,472,96,80,119,35
"ASV_428",44,109,39,18,85,101,15,41,30,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,109,95,117,0,0,0,0,0
"ASV_429",27,69,80,56,86,53,0,0,0,0,0,7,0,23,0,13,0,17,6,8,21,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,217,43,35,69,321,158,133,153,46
"ASV_434",0,0,0,0,0,0,0,0,30,851,279,0,1,0,0,4,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_436",29,0,0,0,0,0,134,13,81,0,0,0,126,161,293,54,19,60,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,13,0,0,39,0,39,0,0,150,35,48,40,120,181,145,127,41
